FilmID,Writer,Actors,Plot,Language,Country,Awards,Poster
tt0023876,"Reginald Berkeley, Noël Coward","Diana Wynyard, Clive Brook, Una O'Connor","A portrayal of the triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridgeses, from 1899 to 1933.",English,United States,Won 3 Oscars. 5 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNWJlMjljMmItZTNiNC00NGI3LWFhYzgtMTk1ZmNhZjZiYzU2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0154420,"Thomas Vinterberg, Mogens Rukov","Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen","At Helge's 60th birthday party, some unpleasant family truths are revealed.","Danish, German, English","Denmark, Sweden",Nominated for 1 BAFTA Film Award28 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BYTg3Yjc4N2QtZDdlNC00NmU2LWFiYjktYjI3NTMwMjk4M2FmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
tt0112769,"Ruth Rendell, Claude Chabrol, Caroline Eliacheff","Isabelle Huppert, Sandrine Bonnaire, Jacqueline Bisset",A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.,French,"France, Germany",9 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYTk3MWNkN2QtMWUxNC00ZmNiLTk5ZjgtMzVhODgxZmY3NmIzXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg
tt0083728,"Isaac Cronin, Wayne Wang","Wood Moy, Marc Hayashi, Laureen Chew","Two cab drivers search San Francisco's Chinatown for the mysterious Chan, who disappeared with their $4000.","English, Cantonese",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTllOTgzZTktNjc1Yi00NTMyLTg3Y2MtNDVjN2MxZTA2Zjk0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
tt0082158,Colin Welland,"Ben Cross, Ian Charleson, Nicholas Farrell","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.","English, French",United Kingdom,Won 4 Oscars. 18 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BZjNlNDFmM2ItMDE0Zi00MWNiLTljOWQtZGQ1YTQ2ZWUzZDU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0069865,"John Reese, Howard Rodman, Dean Riesner","Walter Matthau, Joe Don Baker, Felicia Farr","A man, his wife and their friend stage a bloody bank robbery without realizing they are stealing from the Mob.",English,United States,Won 1 BAFTA Film Award1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDk2MTY5OTYtZDczZS00ODkzLTlhNTMtMDQ0ZGI5OTBkNzVjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
tt0299658,"Bill Condon, Bob Fosse, Fred Ebb","Renée Zellweger, Catherine Zeta-Jones, Richard Gere","Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.","English, Hungarian","United States, Germany, Canada, United Kingdom",Won 6 Oscars. 57 wins & 129 nominations total,https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
tt0120630,"Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",English,"United Kingdom, France, United States",Nominated for 2 BAFTA Film 23 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg
tt0021739,"Georges de La Fouchardière, Jean Renoir, André Girard","Michel Simon, Janie Marèse, Georges Flamant",A woman and her pimp exploit a painter for money.,French,France,N/A,https://m.media-amazon.com/images/M/MV5BYTZjY2QwYjMtODQ0YS00MGRjLTg5Y2QtNWUzNWU2ZjM0MDU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0071315,"Robert Towne, Roman Polanski","Jack Nicholson, Faye Dunaway, John Huston","A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","English, Cantonese, Spanish",United States,Won 1 Oscar. 21 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0068205,Éric Rohmer,"Bernard Verley, Zouzou, Françoise Verley","Though he has an adoring wife, a bourgeois man is still tempted to pursue other women.",French,France,3 wins,https://m.media-amazon.com/images/M/MV5BOWMzYTA5YzEtYjBjOS00NWQ5LTkwZTgtODkyYmRkMzVmYTI0XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SX300.jpg
tt0241303,"Joanne Harris, Robert Nelson Jacobs","Juliette Binoche, Johnny Depp, Judi Dench",A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.,"English, French","United Kingdom, United States",Nominated for 5 Oscars. 7 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BYWYwMjMxZWQtMzQ3OS00YWNhLThkNDItYTk4NDdhZDE4ZTEzXkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_SX300.jpg
tt0124315,John Irving,"Tobey Maguire, Charlize Theron, Michael Caine","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",English,United States,Won 2 Oscars. 8 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BNmY5YzA4OTQtOTQzZS00NDZmLTlhNzQtNzk5NTIyZWE2ZjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0029995,"Ian Dalrymple, Frank Wead, Elizabeth Hill","Robert Donat, Rosalind Russell, Ralph Richardson","An enthusiastic young doctor happily embarks on his career, but it isn't long before he finds out what being a doctor really entails.",English,United Kingdom,Nominated for 4 Oscars. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
tt0033467,"Herman J. Mankiewicz, Orson Welles, John Houseman","Orson Welles, Joseph Cotten, Dorothy Comingore","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","English, Italian",United States,Won 1 Oscar. 11 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0065772,Éric Rohmer,"Jean-Claude Brialy, Aurora Cornu, Béatrice Romand","On lakeside summer holiday, a conflicted older man is dared to have a flirt with two beautiful teenage stepsisters despite his betrothal to a diplomat's daughter and the fact that the girls have boyfriends.",French,France,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYTMyMzM1ZWEtZGZhOC00M2U5LThmNjgtMjBhYWVmOTlmOGExXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
tt0071622,"Georges Simenon, Jean Aurenche, Pierre Bost","Philippe Noiret, Jean Rochefort, Jacques Denis",A Watchmaker finds out one day that his son has become a murderer. He tries to understand for whom and why.,French,France,4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZDhlNmYwZTktY2YzNS00ZmQ4LTk3NGMtMjIxNjdhMjkyMDZlXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_SX300.jpg
tt0066921,"Stanley Kubrick, Anthony Burgess","Malcolm McDowell, Patrick Magee, Michael Bates","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",English,"United Kingdom, United States",Nominated for 4 Oscars. 12 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg
tt0075860,"Steven Spielberg, Hal Barwood, Jerry Belson","Richard Dreyfuss, François Truffaut, Teri Garr","Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.","English, French, Spanish, Hindi","United States, United Kingdom",Won 2 Oscars. 15 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg
tt0100234,Abbas Kiarostami,"Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah","The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film.","Persian, Azerbaijani",Iran,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZjEyYWQxMGQtOTJhOS00NWMzLTg3ZmYtNWI0MmYyM2JiYWI3XkEyXkFqcGdeQXVyMTMwMDA2NjUx._V1_SX300.jpg
tt0112697,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","English, Spanish",United States,6 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
tt0080549,"Thomas Rickman, Loretta Lynn, George Vecsey","Sissy Spacek, Tommy Lee Jones, Levon Helm","The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",English,United States,Won 1 Oscar. 10 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOTNiMjIzMDUtOGRjNS00OTFkLTg3NDYtMmFjMzllNWRlNjlkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
tt0090863,"Walter Tevis, Richard Price","Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio","Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.","English, Spanish",United States,Won 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNGY4NGEzY2QtZmIwYS00NzkwLWI0MmItZmVjYjU0YzM3ZjBmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
tt0044509,"Ketti Frings, William Inge","Burt Lancaster, Shirley Booth, Terry Moore","An emotionally remote recovering alcoholic and his dowdy, unambitious wife face a personal crisis when they take in an attractive lodger.",English,United States,Won 1 Oscar. 7 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjFlOGMwYTItZWYxNS00ZDJjLWIyNWYtMWQ2ZmViMTM2ZjIwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
tt0077362,"Waldo Salt, Robert C. Jones, Nancy Dowd","Jane Fonda, Jon Voight, Bruce Dern",A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.,English,United States,Won 3 Oscars. 14 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNTZmMmE4YWQtNjhkYi00NGM0LWI4YTQtZjk2ZTJkNWE1MjVjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
tt0065571,"Alberto Moravia, Bernardo Bertolucci, Lee Kresel","Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin","A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.","Italian, French, Latin, Chinese","Italy, France, West Germany",Nominated for 1 Oscar. 10 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNDRhYjQ0NTUtNzJmYy00ZWUyLTk3NjQtZjE1MzM4ZDZiYTFlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
tt0045646,Louis MacNeice,"Meredith Edwards, John Hunt, George Band","Documentary that covers the famous and successful expedition of the Everest conquest by Tenzing Norgay and Edmund Hillary, the first climbers to reach its peak.",English,United Kingdom,Nominated for 1 Oscar. 4 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZTM2ZDIxZWYtOTQzNy00YzA1LWJjZWItMDg2MzU5M2Y0MWM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg
tt0057345,"Alberto Moravia, Jean-Luc Godard","Brigitte Bardot, Jack Palance, Michel Piccoli",Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,"French, English, German, Italian","France, Italy",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMGNhNjYxYmUtMGI5Zi00N2MxLTkzYTctYjEyNWQ1YTk4MTc0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0071360,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",English,United States,Nominated for 3 Oscars. 14 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNzZlMThlYzktMDlmZC00YTI1LThlNzktZWU0MTY4ODc2ZWY4XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg
tt0061512,"Donn Pearce, Frank Pierson, Hal Dresner","Paul Newman, George Kennedy, Strother Martin","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",English,United States,Won 1 Oscar. 4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
tt0025004,"Alexandre Dumas, Philip Dunne, Dan Totheroh","Robert Donat, Elissa Landi, Louis Calhern","After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMjM2OTIwMjUxOF5BMl5BanBnXkFtZTgwOTc0ODgwMzE@._V1_SX300.jpg
tt0046874,"Clifford Odets, George Seaton","Bing Crosby, Grace Kelly, William Holden","A director hires an alcoholic has-been and strikes up a stormy relationship with the actor's wife, who he believes is the cause of all the man's problems.",English,United States,Won 2 Oscars. 8 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTdjODFiZTItOGRkMS00YzNkLWJhNzMtMzBmZTQzMmNmYTJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0052708,"Claude Chabrol, Paul Gégauff","Gérard Blain, Jean-Claude Brialy, Juliette Mayniel","A pair of cousins share a flat, but animosity begins to build between the two when a woman gets involved.","French, German, Italian",France,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjNjYzZiMzUtOTUzZi00ZDZjLWExMzgtYzVlZjczYTUzNmIzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg
tt0050634,Viktor Rozov,"Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev","Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",Russian,Soviet Union,Nominated for 2 BAFTA Film 6 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4MTMzNDA4NV5BMl5BanBnXkFtZTgwMTcyMTM2MTE@._V1_SX300.jpg
tt0069467,Ingmar Bergman,"Harriet Andersson, Liv Ullmann, Kari Sylwan","When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.","Swedish, German, Danish",Sweden,Won 1 Oscar. 23 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTg3NzYzOTEtNmE2Ni00M2EyLWJhMjctNjMyMTk4ZTViOGUzXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg
tt0039286,"John Paxton, Richard Brooks","Robert Young, Robert Mitchum, Robert Ryan","A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?",English,United States,Nominated for 5 Oscars. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZjM1ZmNmM2YtMzRhMS00N2EwLTg4ZGItNGJlYTA3ZDNhMzJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0109508,N/A,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb",An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,English,United States,17 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYTViMDM5YjktMDhjNy00MjZjLTg2ODctOGI3MzkzYWNiODA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
tt0043436,"Alan Paton, John Howard Lawson","Canada Lee, Sidney Poitier, Charles Carson","In the back country of South Africa, black minister Stephen Kumalo (Canada Lee) journeys to the city to search for his missing son, only to find his people living in squalor and his son a criminal. Reverend Misimangu (Sidney Poitier)",English,United Kingdom,Won 1 BAFTA Film Award2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYzA0MzYzNWEtMzI2MC00NzM1LWJmYzUtNGE2YzIwY2RmMDhkXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
tt0104036,Neil Jordan,"Stephen Rea, Jaye Davidson, Forest Whitaker","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.",English,"United Kingdom, Japan, United States",Won 1 Oscar. 22 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMzM4MmZmNDEtOGFkYi00ZTU4LThjNzEtNmJhOTQ0Mjk3ZmQ0XkEyXkFqcGdeQXVyNjUzMDQ5NDg@._V1_SX300.jpg
tt0051516,"George Abbott, Douglass Wallop","Tab Hunter, Gwen Verdon, Ray Walston",A frustrated fan of the hopeless Washington Senators makes a pact with the Devil to help the baseball team win the league pennant.,English,United States,Nominated for 1 Oscar. 8 nominations total,https://m.media-amazon.com/images/M/MV5BYzVmYzE1YTUtNjI1OS00NjIxLTk0NDEtMjdhNTY2ZDA4ZGViXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
tt0064118,"Nicola Badalucco, Enrico Medioli, Luchino Visconti","Dirk Bogarde, Ingrid Thulin, Helmut Griem","The dramatic collapse of a wealthy, industrialist/Junker family during the reign of the Third Reich.","Italian, German","Italy, West Germany",Nominated for 1 Oscar. 5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNWJlMTg0N2QtNTYxYi00ZWRiLWE0ODgtYmE1Nzk3OTNkM2E2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
tt0088987,Shelagh Delaney,"Miranda Richardson, Rupert Everett, Ian Holm","A stormy relationship, complicated by the strictures of 1950s social class and gender roles, ends in death. Based on the life of Ruth Ellis, the last woman hanged in Britain.",English,United Kingdom,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzIyNjIzOTE5N15BMl5BanBnXkFtZTgwODIxOTc0MTE@._V1_SX300.jpg
tt0094947,"Christopher Hampton, Choderlos de Laclos","Glenn Close, John Malkovich, Michelle Pfeiffer",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,English,"United States, United Kingdom",Won 3 Oscars. 21 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
tt0085398,E.L. Doctorow,"Timothy Hutton, Mandy Patinkin, Lindsay Crouse","Daniel Isaacson attempts to determine the true complicity of his parents Paul and Rochelle Isaacson, who were executed for espionage in the 1950s.","English, Yiddish","United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BMDZhYzM2MmUtY2E3ZC00YWQzLWJlZTctYzUxOTdmOTU0ZjlmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
tt0083789,"Jean-Claude Carrière, Stanislawa Przybyszewska, Andrzej Wajda","Gérard Depardieu, Wojciech Pszoniak, Anne Alvaro","In 1793, as the Terror begins in France, Georges Danton, a champion-of-the-people, returns to clash against Maximilien Robespierre and his extremist party.",French,"France, Poland",Won 1 BAFTA Film Award7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BM2QyZmE0YTYtMzZiOC00ZTc1LWExNWYtNmZkYzU3ZTkzNDg3XkEyXkFqcGdeQXVyODg0OTM4NTc@._V1_SX300.jpg
tt0093664,"Aleksandr Adabashyan, Nikita Mikhalkov, Suso Cecchi D'Amico","Marcello Mastroianni, Silvana Mangano, Marthe Keller","An Italian tells his story of love to a Russian. In a series of flashbacks, Romano Patroni leaves his wife to visit a spa where he falls in love with a Russian woman. He returns to Italy resolved to leave his wife and marry his love.","Italian, Russian, French","Italy, Soviet Union",Nominated for 1 Oscar. 12 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BNTI4NTU1NTgxM15BMl5BanBnXkFtZTcwMzEyNjA0MQ@@._V1_SX300.jpg
tt0031210,"Casey Robinson, George Emerson Brewer Jr., Bertram Bloch","Bette Davis, George Brent, Humphrey Bogart","A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",English,United States,Nominated for 3 Oscars. 3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0059084,"Frederic Raphael, John Schlesinger, Joseph Janni","Julie Christie, Dirk Bogarde, Laurence Harvey",Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.,English,United Kingdom,Won 3 Oscars. 17 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTYyMThlNWEtMmQxYi00ZDU4LWI3NzQtOTZiMTFkOGJkMmI0XkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_SX300.jpg
tt0026266,"Charles Dickens, Hugh Walpole, Howard Estabrook","Freddie Bartholomew, Frank Lawton, Edna May Oliver",A gentle orphan discovers life and love in an indifferent adult world.,English,United States,Nominated for 3 Oscars. 1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYWE1NWMxZGEtM2UzNS00NDA4LWExNGQtZmJjNjBkODAzMDkzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0062864,Jim McBride,"L.M. Kit Carson, Eileen Dietz, Louise Levine",A young filmmaker decides to make a movie of his life.,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMTYwODY4Mzc0MV5BMl5BanBnXkFtZTcwMzQxODEzMQ@@._V1_SX300.jpg
tt0077402,George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger","Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.","English, Spanish","United States, Italy",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0070460,"François Truffaut, Jean-Louis Richard, Suzanne Schiffman","Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut","A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.","French, English, Italian","France, Italy",Won 1 Oscar. 13 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYWQzOTZkNjUtN2Y0NC00OTNjLWJiNjAtMmYyMmRkNzU3YTlmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
tt0069947,"Frederick Forsyth, Kenneth Ross","Edward Fox, Terence Alexander, Michel Auclair","In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.","English, Italian, French","United Kingdom, France",Nominated for 1 Oscar. 1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNjZmMWE4NzgtZjc5OS00NTBmLThlY2MtM2MzNTA5NTZiNTFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0043456,"Edmund H. North, Harry Bates","Michael Rennie, Patricia Neal, Hugh Marlowe","An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.","English, French, Hindi, Russian",United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYjUzNGQ0ZTUtNjMzNy00YmFjLTg2NjctM2UwODUzZGZlNDhhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0077405,Terrence Malick,"Richard Gere, Brooke Adams, Sam Shepard",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,"English, Italian",United States,Won 1 Oscar. 13 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZjMyZmU4OGYtNjBiYS00YTIxLWJjMDUtZjczZmQwMTM4YjQxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
tt0055895,J.P. Miller,"Jack Lemmon, Lee Remick, Charles Bickford","An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together.",English,United States,Won 1 Oscar. 10 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0092843,"James Joyce, Tony Huston","Anjelica Huston, Donal McCann, Helena Carroll","Gabriel Conroy and wife Greta attend an early January dinner with friends at the home of his spinster aunts, an evening which results in an epiphany for both of them.",English,"United Kingdom, Ireland",Nominated for 2 Oscars. 11 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNGNkM2QxMzEtMzE4My00MDI3LWJhNTQtNzZjMjYwYTc0OTg0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
tt0097162,"Terry Hayes, Charles Williams","Nicole Kidman, Sam Neill, Billy Zane","After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.",English,Australia,5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTAyNzk5MzYyNjBeQTJeQWpwZ15BbWU3MDIwODg0NDI@._V1_SX300.jpg
tt0028773,"Lillian Hellman, Sidney Kingsley","Sylvia Sidney, Joel McCrea, Humphrey Bogart","The lives of a young man and woman, an infamous gangster and a group of street kids converge one day in a volatile New York City slum.",English,United States,Nominated for 4 Oscars. 4 nominations total,https://m.media-amazon.com/images/M/MV5BMDM2ZGY5MDQtZTUyMS00ZTgzLTk4YWMtMWM2YjE2NWQ1Yjk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
