FilmID,Writer,Actors,Plot,Language,Country,Awards,Poster
tt0041959,"Graham Greene, Orson Welles, Alexander Korda","Orson Welles, Joseph Cotten, Alida Valli","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","English, German, Russian, French",United Kingdom,Won 1 Oscar. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BY2Y3OGIwNTgtYTlmMy00MDg0LWE4MTQtZDE2ODQ3ZThmNGYwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
tt0032455,"Joe Grant, Dick Huemer, Lee Blair","Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",English,United States,Won 2 Oscars. 8 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_SX300.jpg
tt0048545,"Stewart Stern, Irving Shulman, Nicholas Ray","James Dean, Natalie Wood, Sal Mineo","A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",English,United States,Nominated for 3 Oscars. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2ODcxOTU1OV5BMl5BanBnXkFtZTgwNzA3ODI1MDE@._V1_SX300.jpg
tt0082971,"Lawrence Kasdan, George Lucas, Philip Kaufman","Harrison Ford, Karen Allen, Paul Freeman","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.","English, German, Hebrew, Spanish, Arabic, Nepali",United States,Won 5 Oscars. 37 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SX300.jpg
tt0052357,"Alec Coppel, Samuel A. Taylor, Pierre Boileau","James Stewart, Kim Novak, Barbara Bel Geddes","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",English,United States,Nominated for 2 Oscars. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0084805,"Don McGuire, Larry Gelbart, Murray Schisgal","Dustin Hoffman, Jessica Lange, Teri Garr","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",English,United States,Won 1 Oscar. 25 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
tt0031971,"Ernest Haycox, Dudley Nichols, Ben Hecht","John Wayne, Claire Trevor, Andy Devine",A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,"English, Spanish, French",United States,Won 2 Oscars. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
tt0075860,"Steven Spielberg, Hal Barwood, Jerry Belson","Richard Dreyfuss, François Truffaut, Teri Garr","Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.","English, French, Spanish, Hindi","United States, United Kingdom",Won 2 Oscars. 15 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg
tt0102926,"Thomas Harris, Ted Tally","Jodie Foster, Anthony Hopkins, Lawrence A. Bonney","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","English, Latin",United States,Won 5 Oscars. 69 wins & 51 nominations total,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
tt0074958,Paddy Chayefsky,"Faye Dunaway, William Holden, Peter Finch","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",English,United States,Won 4 Oscars. 20 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg
tt0056218,"Richard Condon, George Axelrod, John Frankenheimer","Frank Sinatra, Laurence Harvey, Janet Leigh",An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,"English, Spanish",United States,Nominated for 2 Oscars. 5 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0043278,Alan Jay Lerner,"Gene Kelly, Leslie Caron, Oscar Levant",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0046303,"A.B. Guthrie Jr., Jack Sher, Jack Schaefer","Alan Ladd, Jean Arthur, Van Heflin","A weary gunfighter in 1880s Wyoming begins to envision a quieter life after befriending a homestead family with a young son who idolizes him, but a smoldering range war forces him to act.",English,United States,Won 1 Oscar. 6 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYzMzZmJjZGItMjY2OC00ZDcxLWI1YjQtMTU1MjQwN2NlNzIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0067116,"Ernest Tidyman, Robin Moore","Gene Hackman, Roy Scheider, Fernando Rey","A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.","English, French",United States,Won 5 Oscars. 22 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
tt0109830,"Winston Groom, Eric Roth","Tom Hanks, Robin Wright, Gary Sinise","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweeth",English,United States,Won 6 Oscars. 50 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0052618,"Lew Wallace, Karl Tunberg, Gore Vidal","Charlton Heston, Jack Hawkins, Stephen Boyd","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",English,United States,Won 11 Oscars. 29 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0032145,"Charles MacArthur, Ben Hecht, Emily Brontë","Merle Oberon, Laurence Olivier, David Niven",A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,English,United States,Won 1 Oscar. 8 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0015864,Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray","A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",English,United States,Nominated for 2 Oscars. 3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
tt0099348,Michael Blake,"Kevin Costner, Mary McDonnell, Graham Greene","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.","English, Sioux, Pawnee","United States, United Kingdom",Won 7 Oscars. 51 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg
tt0021749,"Charles Chaplin, Harry Carr, Harry Crocker","Charles Chaplin, Virginia Cherrill, Florence Lee","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","None, English",United States,3 wins,https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0069704,"George Lucas, Gloria Katz, Willard Huyck","Richard Dreyfuss, Ron Howard, Paul Le Mat",A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.,English,United States,Nominated for 5 Oscars. 9 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg
tt0075148,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,English,United States,Won 3 Oscars. 20 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg
tt0077416,"Michael Cimino, Deric Washburn, Louis Garfinkle","Robert De Niro, Christopher Walken, John Cazale",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"English, Vietnamese, French, Russian, Cantonese","United States, United Kingdom",Won 5 Oscars. 24 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0065214,"Walon Green, Sam Peckinpah, Roy N. Sickner","William Holden, Ernest Borgnine, Robert Ryan","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","English, Spanish, German",United States,Nominated for 2 Oscars. 6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0027977,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,English,United States,4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
tt0049261,"Edna Ferber, Fred Guiol, Ivan Moffat","Elizabeth Taylor, Rock Hudson, James Dean",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"English, Spanish",United States,Won 1 Oscar. 7 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
tt0091763,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","English, Vietnamese","United States, United Kingdom",Won 4 Oscars. 24 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_SX300.jpg
tt0116282,"Ethan Coen, Joel Coen","William H. Macy, Frances McDormand, Steve Buscemi",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,"United States, United Kingdom",Won 2 Oscars. 83 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0023969,"Bert Kalmar, Harry Ruby, Arthur Sheekman","Groucho Marx, Harpo Marx, Chico Marx","Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they'",English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
tt0026752,"Talbot Jennings, Jules Furthman, Carey Wilson","Charles Laughton, Clark Gable, Franchot Tone","First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.","English, Polynesian",United States,Won 1 Oscar. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNmRhZWU4MTAtNzE0OC00YjIyLTk2MGItMDRjYTc0MTZiNmU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
tt0021884,"John L. Balderston, Mary Shelley, Peggy Webling","Colin Clive, Mae Clarke, Boris Karloff",Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,"English, Latin",United States,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0Njc1MjM0OF5BMl5BanBnXkFtZTgwNTY2NTUyMjE@._V1_SX300.jpg
tt0064276,"Peter Fonda, Dennis Hopper, Terry Southern","Peter Fonda, Dennis Hopper, Jack Nicholson","Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","English, Spanish, Greek, Ancient (to 1453)",United States,Nominated for 2 Oscars. 8 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2MjI2NDc4Ml5BMl5BanBnXkFtZTgwODI4NzU0MTI@._V1_SX300.jpg
tt0066206,"Francis Ford Coppola, Edmund H. North, Ladislas Farago","George C. Scott, Karl Malden, Stephen Young",The World War II phase of the career of controversial American general George S. Patton.,"English, German, French, Russian, Arabic, Italian",United States,Won 7 Oscars. 24 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0018037,"Samson Raphaelson, Alfred A. Cohn, Jack Jarmuth","Al Jolson, May McAvoy, Warner Oland",The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,English,United States,Won 1 Oscar. 3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTUxNTk0MjEtZjQ5Yi00ODBhLTlkY2YtMDJhOWZmNDM1YWJkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
tt0058385,"Alan Jay Lerner, George Bernard Shaw","Audrey Hepburn, Rex Harrison, Stanley Holloway","In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl Eliza Doolittle presentable in high society.",English,United States,Won 8 Oscars. 25 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
tt0043924,"Theodore Dreiser, Patrick Kearney, Michael Wilson","Montgomery Clift, Elizabeth Taylor, Shelley Winters",A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,English,United States,Won 6 Oscars. 15 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMmNjMjE2ZDMtODQzYS00ZDc2LTk0ODgtNjI1NTNhZWI5MmE0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
tt0053604,"Billy Wilder, I.A.L. Diamond","Jack Lemmon, Shirley MacLaine, Fred MacMurray","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",English,United States,Won 5 Oscars. 24 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
tt0099685,"Nicholas Pileggi, Martin Scorsese","Robert De Niro, Ray Liotta, Joe Pesci","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","English, Italian",United States,Won 1 Oscar. 44 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0110912,"Quentin Tarantino, Roger Avary","John Travolta, Uma Thurman, Samuel L. Jackson","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","English, Spanish, French",United States,Won 1 Oscar. 70 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0049730,"Frank S. Nugent, Alan Le May","John Wayne, Jeffrey Hunter, Vera Miles",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,"English, Navajo, Spanish",United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0029947,"Dudley Nichols, Hagar Wilde","Katharine Hepburn, Cary Grant, Charles Ruggles","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0105695,David Webb Peoples,"Clint Eastwood, Gene Hackman, Morgan Freeman","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",English,United States,Won 4 Oscars. 50 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
tt0061735,William Rose,"Spencer Tracy, Sidney Poitier, Katharine Hepburn",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,English,United States,Won 2 Oscars. 11 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
tt0035575,"Robert Buckner, Edmund Joseph, Julius J. Epstein","James Cagney, Joan Leslie, Walter Huston","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",English,United States,Won 3 Oscars. 6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
