"item","imdb","itemLabel","itemDescription","article"
"http://www.wikidata.org/entity/Q7135106","tt0110881","Paramaatma","1994 film directed by Bapu","https://en.wikipedia.org/wiki/Paramaatma"
"http://www.wikidata.org/entity/Q7136686","tt0155945","Pareeksha","1968 film by P. Bhaskaran","https://en.wikipedia.org/wiki/Pareeksha_(1967_film)"
"http://www.wikidata.org/entity/Q7137490","tt1473092","Parisu","1963 Tamil film directed by Dasari Yoganand","https://en.wikipedia.org/wiki/Parisu"
"http://www.wikidata.org/entity/Q7262213","tt0258063","Puthen Veedu","1971 film","https://en.wikipedia.org/wiki/Puthenveedu"
"http://www.wikidata.org/entity/Q7286681","tt2579176","Rakhwale","1994 film","https://en.wikipedia.org/wiki/Rakhwale"
"http://www.wikidata.org/entity/Q7499087","tt4462536","Shishira","2009 film by Manju Swaraj","https://en.wikipedia.org/wiki/Shishira_(film)"
"http://www.wikidata.org/entity/Q7522229","tt0235766","Sindhoora Cheppu","1971 film directed by Madhu","https://en.wikipedia.org/wiki/Sindooracheppu"
"http://www.wikidata.org/entity/Q7630663","tt0157071","Sub Ka Saathi","1972 Hindi film directed by A. Bhimsingh","https://en.wikipedia.org/wiki/Sub_Ka_Saathi"
"http://www.wikidata.org/entity/Q8069859","tt0155411","Zevar","1942 Hindi film","https://en.wikipedia.org/wiki/Zevar"
"http://www.wikidata.org/entity/Q10968418","tt0134047","Rail Ka Dibba","1953 film","https://en.wikipedia.org/wiki/Rail_Ka_Dibba"
"http://www.wikidata.org/entity/Q11056943","tt0107867","Prateeksha","1993 film by Lawrence D'Souza","https://en.wikipedia.org/wiki/Prateeksha"
"http://www.wikidata.org/entity/Q12938857","tt0319895","Murattu Karangal","1986 Tamil film directed by Rajashekar","https://en.wikipedia.org/wiki/Murattu_Karangal"
"http://www.wikidata.org/entity/Q12988140","tt0258797","Menaka","1935 Tamil film directed by P. K. Raja Sandow","https://en.wikipedia.org/wiki/Menaka_(1935_film)"
"http://www.wikidata.org/entity/Q13159811","tt1392207","Nee Bareda Kadambari","1985 film by Dwarakish","https://en.wikipedia.org/wiki/Nee_Bareda_Kadambari"
"http://www.wikidata.org/entity/Q13160824","tt7509612","Ranaranga","1988 film by V. Somashekhar","https://en.wikipedia.org/wiki/Ranaranga"
"http://www.wikidata.org/entity/Q13161369","tt1399954","Sanaadi Appanna","1977 film directed by Vijay","https://en.wikipedia.org/wiki/Sanaadi_Appanna"
"http://www.wikidata.org/entity/Q13161728","tt1416710","Haalu Jenu","1982 film by Singeetam Srinivasa Rao","https://en.wikipedia.org/wiki/Haalu_Jenu"
"http://www.wikidata.org/entity/Q15692513","tt0187209","Kirayi Kotigadu","1983 Telugu film by Kodandarami Reddy","https://en.wikipedia.org/wiki/Kirayi_Kotigadu"
"http://www.wikidata.org/entity/Q15695388","tt0254500","Kode Nagu","1974 film directed by Kovelamudi Surya Prakash Rao","https://en.wikipedia.org/wiki/Kode_Nagu"
"http://www.wikidata.org/entity/Q15723814","tt1454123","Katha Deithili Maa Ku","2003 film","https://en.wikipedia.org/wiki/Katha_Deithili_Maa_Ku"
"http://www.wikidata.org/entity/Q15724331","tt0249469","Dharitri","1973 Odia film directed by Nitai Palit","https://en.wikipedia.org/wiki/Dharitri"
"http://www.wikidata.org/entity/Q16136856","tt1102300","Pathaaka","2006 film by K. Madhu","https://en.wikipedia.org/wiki/Pathaaka"
"http://www.wikidata.org/entity/Q16241376","tt12275192","Dasarathan","1993 Tamil film directed by Kitty","https://en.wikipedia.org/wiki/Dasarathan"
"http://www.wikidata.org/entity/Q16248465","tt14741874","Galate Aliyandru","2000 film by S. Narayan","https://en.wikipedia.org/wiki/Galate_Aliyandru"
"http://www.wikidata.org/entity/Q16250110","tt0355638","Kannaki","2001 film directed by Jayaraj","https://en.wikipedia.org/wiki/Kannaki_(film)"
"http://www.wikidata.org/entity/Q16252424","tt0374087","Ninne Istapaddanu","2003 Telugu film","https://en.wikipedia.org/wiki/Ninne_Ishtapaddanu"
"http://www.wikidata.org/entity/Q16252569","tt1354014","Olavu Geluvu","1977 film by H. R. Bhargava","https://en.wikipedia.org/wiki/Olavu_Geluvu"
"http://www.wikidata.org/entity/Q16253586","tt0215116","Rappadikalude Gatha","1978 film by K. G. George","https://en.wikipedia.org/wiki/Rappadikalude_Gatha"
"http://www.wikidata.org/entity/Q16253684","tt10127732","Rojavai Killathe","1993 Tamil film directed by Suresh Krissna","https://en.wikipedia.org/wiki/Rojavai_Killathe"
"http://www.wikidata.org/entity/Q16316288","tt0362098","Rowdy No.1","1988 Telugu action film by S. S. Ravichandra","https://en.wikipedia.org/wiki/Rowdy_No.1"
"http://www.wikidata.org/entity/Q18169319","tt0353767","Mukha Chithram","1991 film by Suresh Unnithan","https://en.wikipedia.org/wiki/Mukha_Chithram"
"http://www.wikidata.org/entity/Q18170908","tt0255286","Kadal","1968 film by M. Krishnan Nair","https://en.wikipedia.org/wiki/Kadal_(1968_film)"
"http://www.wikidata.org/entity/Q18352345","tt0273782","Mannadiar Penninu Chenkotta Checkan","1997 film by Babu Narayanan","https://en.wikipedia.org/wiki/Mannadiar_Penninu_Chenkotta_Checkan"
"http://www.wikidata.org/entity/Q18352395","tt0273775","Manthri Kochamma","1998 film","https://en.wikipedia.org/wiki/Manthri_Kochamma"
"http://www.wikidata.org/entity/Q18353339","tt0234077","Lakshmi Vijayam","1976 film by K. P. Kumaran","https://en.wikipedia.org/wiki/Lakshmi_Vijayam_(1976_film)"
"http://www.wikidata.org/entity/Q18358403","tt0354161","Vasudha","1992 film directed by V.V. Babu","https://en.wikipedia.org/wiki/Vasudha"
"http://www.wikidata.org/entity/Q18378054","tt0344084","Mukhangal","1982 film by P. Chandrakumar","https://en.wikipedia.org/wiki/Mukhangal"
"http://www.wikidata.org/entity/Q18378966","tt0268646","Society Lady","1978 film by A. B. Raj","https://en.wikipedia.org/wiki/Society_Lady"
"http://www.wikidata.org/entity/Q18386757","tt0268402","Kalpavriksham","1978 film by J. Sasikumar","https://en.wikipedia.org/wiki/Kalpavriksham"
"http://www.wikidata.org/entity/Q18387186","tt0256129","Karthika","1968 film by M. Krishnan Nair","https://en.wikipedia.org/wiki/Karthika_(film)"
"http://www.wikidata.org/entity/Q18394208","tt0230874","Tholkan Enikku Manassilla","1977 film by Hariharan","https://en.wikipedia.org/wiki/Tholkan_Enikku_Manassilla"
"http://www.wikidata.org/entity/Q18395249","tt0352968","Varshangal Poyathariyathe","1987 film","https://en.wikipedia.org/wiki/Varshangal_Poyathariyathe"
"http://www.wikidata.org/entity/Q18703212","tt15655254","O Manishi Katha","2014 film","https://en.wikipedia.org/wiki/O_Manishi_Katha"
"http://www.wikidata.org/entity/Q18809306","tt6882630","Bhale Bullodu","1995 film","https://en.wikipedia.org/wiki/Bhale_Bullodu"
"http://www.wikidata.org/entity/Q18809374","tt15164320","Ibbara Naduve Muddina Aata","1996 film by Relangi Narasimha Rao","https://en.wikipedia.org/wiki/Ibbara_Naduve_Muddina_Aata"
"http://www.wikidata.org/entity/Q19571276","tt14814564","Chora Chittha Chora","1999 film","https://en.wikipedia.org/wiki/Chora_Chittha_Chora"
"http://www.wikidata.org/entity/Q19572126","tt0290658","Hoovu Mullu","1968 film by A. V. Seshagiri Rao","https://en.wikipedia.org/wiki/Hoovu_Mullu"
"http://www.wikidata.org/entity/Q19572371","tt0234005","Kallu Sakkare","1967 film by Kalyan Kumar","https://en.wikipedia.org/wiki/Kallu_Sakkare"
"http://www.wikidata.org/entity/Q19573209","tt1354039","Nanendu Nimmavane","1993 film by Phani Ramachandra","https://en.wikipedia.org/wiki/Nanendu_Nimmavane"
"http://www.wikidata.org/entity/Q19599691","tt0234726","Sri Kanyaka Parameshwari Kathe","1966 film by Hunsur Krishnamurthy","https://en.wikipedia.org/wiki/Sri_Kanyaka_Parameshwari_Kathe"
"http://www.wikidata.org/entity/Q19895718","tt0176128","Sehra","1963 film by V. Shantaram","https://en.wikipedia.org/wiki/Sehra_(film)"
"http://www.wikidata.org/entity/Q21646999","tt0362147","Shiv Charan","1982 film","https://en.wikipedia.org/wiki/Shiv_Charan"
"http://www.wikidata.org/entity/Q22315019","tt2727266","Kanmani Poonga","1982 Tamil film directed by Visu","https://en.wikipedia.org/wiki/Kanmani_Poonga"
"http://www.wikidata.org/entity/Q22315200","tt5021516","Maanga","2015 film","https://en.wikipedia.org/wiki/Maanga_(film)"
"http://www.wikidata.org/entity/Q27590076","tt2611422","Oos Raat Ke Baad","film","https://en.wikipedia.org/wiki/Oos_Raat_Ke_Baad"
"http://www.wikidata.org/entity/Q27962711","tt1502786","Chilipi Krishnudu","1978 film","https://en.wikipedia.org/wiki/Chilipi_Krishnudu"
"http://www.wikidata.org/entity/Q27962904","tt0262365","Devadasu Malli Puttadu","1978 film by Dasari Narayana Rao","https://en.wikipedia.org/wiki/Devadasu_Malli_Puttadu"
"http://www.wikidata.org/entity/Q3315528","tt0424284","Q3315528","1915 film",NA
"http://www.wikidata.org/entity/Q5104742","tt0401321","Choonda","2003 film",NA
"http://www.wikidata.org/entity/Q11034959","tt0215185","Sher Shivaji","1987 Hindi film",NA
"http://www.wikidata.org/entity/Q12500791","tt1566600","Nirala Hindustan","film",NA
"http://www.wikidata.org/entity/Q15270693","tt0151268","Q15270693","1993 film by Aleksandr Polynnikov",NA
"http://www.wikidata.org/entity/Q18127647","tt1579622","Maga Rayudu","1994 film by E. V. V. Satyanarayana",NA
"http://www.wikidata.org/entity/Q18378546","tt0353770","My Dear Rosy","1989 film",NA
"http://www.wikidata.org/entity/Q18809287","tt0354101","Tharavadu","1994 film",NA
"http://www.wikidata.org/entity/Q18809335","tt0355937","Rajakeeyam","1995 film",NA
"http://www.wikidata.org/entity/Q19571801","tt0322315","Fort Kochi","2001 film",NA
"http://www.wikidata.org/entity/Q19581021","tt0481203","Priyam Priyamkaram","2004 film",NA
"http://www.wikidata.org/entity/Q25550829","tt0155002","Pati Bhakti","1936 Tamil film directed by Parshwanath Yeshwant Altekar",NA
"http://www.wikidata.org/entity/Q50824821","tt1461267","Priya Mo Priya","2005 Odia film",NA
"http://www.wikidata.org/entity/Q55658182","tt10449126","Q55658182","film",NA
"http://www.wikidata.org/entity/Q58429232","tt0392303","Krishna Tula","1922 film",NA
"http://www.wikidata.org/entity/Q58429709","tt0265750","Shri Satyanarayan","1922 film",NA
"http://www.wikidata.org/entity/Q58430602","tt0393680","Sansar Chakra","1925 film",NA
"http://www.wikidata.org/entity/Q58430784","tt0392298","Krishna Kumari","1924 film",NA
"http://www.wikidata.org/entity/Q58455450","tt0254771","Dashavtar","1929 film",NA
"http://www.wikidata.org/entity/Q58455539","tt0392294","Kodandhari Ram","1929 film",NA
"http://www.wikidata.org/entity/Q58455781","tt0239849","Punjab Kesari","1929 film",NA
"http://www.wikidata.org/entity/Q58455792","tt0392656","Raj Dharma","1929 film",NA
"http://www.wikidata.org/entity/Q58457078","tt0392458","Mohabbat Nu Phool","1930 film",NA
"http://www.wikidata.org/entity/Q58540649","tt0230021","Bambai Ki Billi","1936 film",NA
"http://www.wikidata.org/entity/Q59279613","tt0238897","Chhote Sarkar","1938 film",NA
"http://www.wikidata.org/entity/Q59280610","tt0214020","Prithvi Putra","1938 film",NA
"http://www.wikidata.org/entity/Q60847277","tt7764668","Ursinho","film",NA
"http://www.wikidata.org/entity/Q97267356","tt0306932","Haladhar","1993 Assamese language film",NA
"http://www.wikidata.org/entity/Q109046229","tt5046234","Q109046229","2015 documentary film directed by Gaël Lépingle",NA
"http://www.wikidata.org/entity/Q109284657","tt6002312","Crayons","2016 Indian film",NA
"http://www.wikidata.org/entity/Q112510488","tt21051528","Biswanath","2022 Odia Film",NA
"http://www.wikidata.org/entity/Q6345059","tt0254464","Kadamattathachan","1966 Malayalam film",NA
"http://www.wikidata.org/entity/Q8065075","tt2645082","Zakhmi Kunku","1995 film",NA
"http://www.wikidata.org/entity/Q18352598","tt0230343","Ivanente Priyaputhran","1977 film by Hariharan",NA
"http://www.wikidata.org/entity/Q18355966","tt0241009","Udayam Kizhakku Thanne","1978 film by P. N. Menon",NA
"http://www.wikidata.org/entity/Q18386948","tt0353611","Kanyakumariyil Oru Kavitha","1993 film directed by Vinayan",NA
"http://www.wikidata.org/entity/Q19263740","tt4882660","Kanasu kannu theredaga","2015 film",NA
"http://www.wikidata.org/entity/Q19858016","tt4695284","Dhurandhar Bhatawdekar","film",NA
"http://www.wikidata.org/entity/Q25631083","tt6190128","Karam Dosa","2016 film",NA
"http://www.wikidata.org/entity/Q27590977","tt0263763","Muddula Koduku","1979 film by V. B. Rajendra Prasad",NA
"http://www.wikidata.org/entity/Q30004726","tt1435578","Samay Kheluchhi Chaka Bhaunri","2002 Odia film",NA
"http://www.wikidata.org/entity/Q50220849","tt1440254","Mu Tate Love Karuchi","2007 Odia film directed by Ashok Pati",NA
"http://www.wikidata.org/entity/Q53673092","tt3587050","Ladies First","2014 Israeli film",NA
"http://www.wikidata.org/entity/Q54931979","tt1435487","Dharma Debata","2001 film by Vijay Bhaskar",NA
"http://www.wikidata.org/entity/Q58428371","tt0392178","Jalandhar Vrinda","1920 film",NA
"http://www.wikidata.org/entity/Q58429068","tt0392036","Gaud Bangal","1925 film",NA
"http://www.wikidata.org/entity/Q58434054","tt0392212","Kalabaaz Ashaq","1926 film",NA
"http://www.wikidata.org/entity/Q58434520","tt0232159","Nanand Bhojai","1927 film",NA
"http://www.wikidata.org/entity/Q58460198","tt0393938","Veer Bhushan","1930 film",NA
"http://www.wikidata.org/entity/Q58481858","tt0390906","Bhakta Lakshmidas","1933 film",NA
"http://www.wikidata.org/entity/Q58484467","tt0370825","Kala Naag","1934 film",NA
"http://www.wikidata.org/entity/Q58484602","tt0214078","Sant Tulsidas","1934 film",NA
"http://www.wikidata.org/entity/Q58485143","tt0320176","Noor-e-Yaman","1935 film",NA
"http://www.wikidata.org/entity/Q58487360","tt0232628","Sher Dil Aurat","1935 film",NA
"http://www.wikidata.org/entity/Q59257842","tt0158913","Sangdil Samaj","1936 film",NA
"http://www.wikidata.org/entity/Q84358735","tt0122767","Tupamaros","1997 documentary film by Rainer Hoffmann and Heidi Specogna",NA
"http://www.wikidata.org/entity/Q101244983","tt11514424","Oru Nodiyil","2016 film",NA
"http://www.wikidata.org/entity/Q109672750","tt11374224","Q109672750","film directed by Emmanuel Parraud",NA
"http://www.wikidata.org/entity/Q109887841","tt4769996","Q109887841","film",NA
"http://www.wikidata.org/entity/Q111184139","tt16374466","A Guide to Love and Fighting Capitalism","film directed by Basile Carré-Agostini",NA
"http://www.wikidata.org/entity/Q114686952","tt5370502","Jab Tum Kaho","2016 film",NA
"http://www.wikidata.org/entity/Q114805533","tt0325507","Gulacha Ganapati","1953 film",NA
"http://www.wikidata.org/entity/Q119138749","tt11294544","Lo invisible","2021 film",NA
"http://www.wikidata.org/entity/Q122703794","tt13150550","Q122703794","film",NA
"http://www.wikidata.org/entity/Q123581835","tt0232447","Q123581835",NA,NA
"http://www.wikidata.org/entity/Q28164168","tt6241994","Onti","film","https://en.wikipedia.org/wiki/Onti"
"http://www.wikidata.org/entity/Q29467359","tt0261350","Thendral Veesum","1962 Tamil film directed by B. S. Ranga","https://en.wikipedia.org/wiki/Thendral_Veesum"
"http://www.wikidata.org/entity/Q39058129","tt6856538","Biler Diary","2017 film","https://en.wikipedia.org/wiki/Biler_Diary"
"http://www.wikidata.org/entity/Q48671644","tt0261821","Marina Manishi","1970 film directed by C. S. Rao","https://en.wikipedia.org/wiki/Marina_Manishi"
"http://www.wikidata.org/entity/Q48671902","tt0213856","Manchi Manishi","1964 film directed by Kotayya Pratyagatma","https://en.wikipedia.org/wiki/Manchi_Manishi"
"http://www.wikidata.org/entity/Q48672566","tt10034168","Ubuntu","2017 film directed by Pushkar Shrotri","https://en.wikipedia.org/wiki/Ubuntu_(film)"
"http://www.wikidata.org/entity/Q48672613","tt13150930","Kidi","2017 film","https://en.wikipedia.org/wiki/Kidi_(film)"
"http://www.wikidata.org/entity/Q50825295","tt9839380","Happy Lucky","2018 Odia film","https://en.wikipedia.org/wiki/Happy_Lucky"
"http://www.wikidata.org/entity/Q55390948","tt8431184","Bhootayyana Mommaga Ayyu","2018 film","https://en.wikipedia.org/wiki/Bhootayyana_Mommaga_Ayyu"
"http://www.wikidata.org/entity/Q56063945","tt8852402","Embiran","2018 film","https://en.wikipedia.org/wiki/Embiran"
"http://www.wikidata.org/entity/Q56550893","tt8163746","Lolans","film","https://en.wikipedia.org/wiki/Lolans"
"http://www.wikidata.org/entity/Q56561472","tt9109906","Mahira","2018 film directed by Mahesh Gowda","https://en.wikipedia.org/wiki/Mahira_(film)"
"http://www.wikidata.org/entity/Q59725722","tt10772876","Kennedy Club","2019 Tamil film directed by Suseenthiran","https://en.wikipedia.org/wiki/Kennedy_Club"
"http://www.wikidata.org/entity/Q85763525","tt10800932","Gimmick","2019 film directed by Naganna","https://en.wikipedia.org/wiki/Gimmick_(film)"
"http://www.wikidata.org/entity/Q85800832","tt11314148","Shiddat","film directed by Kunal Deshmukh","https://en.wikipedia.org/wiki/Shiddat"
"http://www.wikidata.org/entity/Q96245005","tt1516142","Uttar Megh","1960 film","https://en.wikipedia.org/wiki/Uttar_Megh"
"http://www.wikidata.org/entity/Q96382030","tt10650778","Indha Nilai Maarum","2020 film","https://en.wikipedia.org/wiki/Indha_Nilai_Maarum"
"http://www.wikidata.org/entity/Q96407045","tt9468644","Suryakantham","2019 Indian Telugu directed by Pranith Bramandapally.","https://en.wikipedia.org/wiki/Suryakantham_(film)"
"http://www.wikidata.org/entity/Q96409412","tt11497232","The Kung Fu Master","2020 Malayalam Film","https://en.wikipedia.org/wiki/The_Kung_Fu_Master"
"http://www.wikidata.org/entity/Q101245158","tt1579747","Bharata Simha Reddy","2002 Telugu language film","https://en.wikipedia.org/wiki/Bharatasimha_Reddy"
"http://www.wikidata.org/entity/Q104999764","tt11355340","Bangaru Bullodu","2021 film by P. V. Giri","https://en.wikipedia.org/wiki/Bangaru_Bullodu_(2021_film)"
"http://www.wikidata.org/entity/Q107750850","tt0266921","Sagai","1951 Indian film","https://en.wikipedia.org/wiki/Sagai_(film)"
"http://www.wikidata.org/entity/Q107803805","tt14071272","Djibouti","Indian Malayalam-language film, Djibouti","https://en.wikipedia.org/wiki/Djibouti_(film)"
"http://www.wikidata.org/entity/Q110895862","tt8980510","Premaku Raincheck","2018 Indian film","https://en.wikipedia.org/wiki/Premaku_Raincheck"
"http://www.wikidata.org/entity/Q111598988","tt18923048","Operation Romeo","Indian hindi-language romantic thriller film","https://en.wikipedia.org/wiki/Operation_Romeo_(film)"
"http://www.wikidata.org/entity/Q113158890","tt14188930","Nna Thaan Case Kodu","Indian film","https://en.wikipedia.org/wiki/Nna_Thaan_Case_Kodu"
"http://www.wikidata.org/entity/Q116029175","tt15717192","Ghar Banduk Biryani","2023 Marathi language action film","https://en.wikipedia.org/wiki/Ghar_Banduk_Biryani"
"http://www.wikidata.org/entity/Q116257566","tt11761216","Medium Spicy","2022 Indian film","https://en.wikipedia.org/wiki/Medium_Spicy"
"http://www.wikidata.org/entity/Q116610601","tt21398196","Siya","2022 film produced by Drishyam Films","https://en.wikipedia.org/wiki/Siya_(film)"
"http://www.wikidata.org/entity/Q117377268","tt25406500","Iratta","2023 Indian film","https://en.wikipedia.org/wiki/Iratta"
"http://www.wikidata.org/entity/Q117843175","tt15347628","Kshanikam","2022 Malayalam film","https://en.wikipedia.org/wiki/Kshanikam"
"http://www.wikidata.org/entity/Q118589358","tt20259046","Pareshan","2023 Telugu Comedy film directed by","https://en.wikipedia.org/wiki/Pareshan"
"http://www.wikidata.org/entity/Q118925853","tt26243612","O Saathiya","Indian film","https://en.wikipedia.org/wiki/O_Saathiya"
"http://www.wikidata.org/entity/Q119439834","tt19514578","Shubh Yatra","2023 Indian Film","https://en.wikipedia.org/wiki/Shubh_Yatra"
"http://www.wikidata.org/entity/Q119951390","tt26685759","Bheemadevarapally Branchi","2023 film directed by Ramesh Cheppala","https://en.wikipedia.org/wiki/Bheemadevarapally_Branchi"
"http://www.wikidata.org/entity/Q120170499","tt27196952","Thalaikkavasamum 4 Nanbargalum","2023 Indian film","https://en.wikipedia.org/wiki/Thalaikkavasamum_4_Nanbargalum"
"http://www.wikidata.org/entity/Q3419951","tt0039264","Chittor Vijay","1947 film","https://en.wikipedia.org/wiki/Chittor_Vijay"
"http://www.wikidata.org/entity/Q3540055","tt0138148","Three Telegrams","1950 French film directed by Henri Decoin","https://en.wikipedia.org/wiki/Three_Telegrams"
"http://www.wikidata.org/entity/Q4164066","tt0091717","Papori","1986 Assamese language feature film directed by Jahnu Barua","https://en.wikipedia.org/wiki/Papori"
"http://www.wikidata.org/entity/Q4866243","tt0303719","Basanti","2000 Nepali film by Neer Shah","https://en.wikipedia.org/wiki/Basanti_(2000_film)"
"http://www.wikidata.org/entity/Q5071078","tt0254211","Chandika","1940 film","https://en.wikipedia.org/wiki/Chandika_(film)"
"http://www.wikidata.org/entity/Q5276641","tt0357602","Dil Se Mile Dil","1978 film","https://en.wikipedia.org/wiki/Dil_Se_Mile_Dil"
"http://www.wikidata.org/entity/Q5375011","tt0259293","En Thangai Kalyani","1988 Tamil film directed by T. Rajendar","https://en.wikipedia.org/wiki/En_Thangai_Kalyani"
"http://www.wikidata.org/entity/Q6343594","tt13889412","Kaashh","2012 film","https://en.wikipedia.org/wiki/Kaashh"
"http://www.wikidata.org/entity/Q6350023","tt5168460","Kalabha Mazha","2011 film","https://en.wikipedia.org/wiki/Kalabha_Mazha"
"http://www.wikidata.org/entity/Q6353939","tt0280815","Kallu Kondoru Pennu","1998 film by Shyamaprasad","https://en.wikipedia.org/wiki/Kallu_Kondoru_Pennu"
"http://www.wikidata.org/entity/Q6376977","tt0157887","Kathputli","1971 film by Brij Sadanah","https://en.wikipedia.org/wiki/Kathputli_(1971_film)"
"http://www.wikidata.org/entity/Q6381078","tt0332175","Kazhukan","1979 film by A. B. Raj","https://en.wikipedia.org/wiki/Kazhukan"
"http://www.wikidata.org/entity/Q6404118","tt1102250","Kichamani MBA","2007 film","https://en.wikipedia.org/wiki/Kichamani_MBA"
"http://www.wikidata.org/entity/Q6444264","tt6758208","Kundakka Mandakka","2005 Tamil film directed by Ashokan","https://en.wikipedia.org/wiki/Kundakka_Mandakka"
"http://www.wikidata.org/entity/Q6721308","tt0328089","Maayi","2000 Tamil film directed by Surya Prakash","https://en.wikipedia.org/wiki/Maayi"
"http://www.wikidata.org/entity/Q6817966","tt14253714","Meravanige","2008 film by Mahesh Babu","https://en.wikipedia.org/wiki/Meravanige"
"http://www.wikidata.org/entity/Q6894342","tt0093555","Mohre","1987 film","https://en.wikipedia.org/wiki/Mohre"
"http://www.wikidata.org/entity/Q6960928","tt1477039","Nalla Neram","1972 Tamil film directed by M. A. Thirumugam","https://en.wikipedia.org/wiki/Nalla_Neram"
"http://www.wikidata.org/entity/Q6963387","tt0235612","Nandu","1981 Tamil film directed by Mahendran","https://en.wikipedia.org/wiki/Nandu_(film)"
"http://www.wikidata.org/entity/Q7088263","tt0254618","Ollathu Mathi","1968 film by K. S. Sethumadhavan","https://en.wikipedia.org/wiki/Ollathumathi"
"http://www.wikidata.org/entity/Q7128483","tt0485265","Palnati Pourusham","1994 film by Muthyala Subbaiah","https://en.wikipedia.org/wiki/Palnati_Pourusham"
"http://www.wikidata.org/entity/Q7130268","tt10133460","Panchamirtham","2008 film","https://en.wikipedia.org/wiki/Panchamirtham_(film)"
"http://www.wikidata.org/entity/Q7309821","tt6246778","Rehmat Ali","2010 film by Partho Ghosh","https://en.wikipedia.org/wiki/Rehmat_Ali"
"http://www.wikidata.org/entity/Q7313248","tt6779222","Renigunta","2009 Tamil film directed by R. Panneerselvam","https://en.wikipedia.org/wiki/Renigunta_(film)"
"http://www.wikidata.org/entity/Q7408887","tt0288207","Samasya","1976 film","https://en.wikipedia.org/wiki/Samasya"
"http://www.wikidata.org/entity/Q7457107","tt0274825","Sevasadanam","1938 Tamil film directed by K. Subramanyam","https://en.wikipedia.org/wiki/Sevasadanam"
"http://www.wikidata.org/entity/Q7547559","tt0152491","Sneh Bandhan","1940 film","https://en.wikipedia.org/wiki/Sneh_Bandhan"
"http://www.wikidata.org/entity/Q7562762","tt0234835","Soosi","1969 film by Kunchacko","https://en.wikipedia.org/wiki/Soosi"
"http://www.wikidata.org/entity/Q7904123","tt4339022","Uyarthiru 420","2011 film","https://en.wikipedia.org/wiki/Uyarthiru_420"
"http://www.wikidata.org/entity/Q7908318","tt0259710","Vadina","1955 film","https://en.wikipedia.org/wiki/Vadina"
"http://www.wikidata.org/entity/Q8065077","tt0262933","Zakhmi Sher","1984 film by Dasari Narayana Rao","https://en.wikipedia.org/wiki/Zakhmi_Sher"
"http://www.wikidata.org/entity/Q10962814","tt0134850","Nirala","1950 film","https://en.wikipedia.org/wiki/Nirala_(film)"
"http://www.wikidata.org/entity/Q12442441","tt0109246","Beta Ho To Aisa","1994 film","https://en.wikipedia.org/wiki/Beta_Ho_To_Aisa"
"http://www.wikidata.org/entity/Q12446662","tt0378281","Maahir","1996 film","https://en.wikipedia.org/wiki/Maahir"
"http://www.wikidata.org/entity/Q12937130","tt9044628","Mani Osai","1963 Tamil film directed by P. Madhavan","https://en.wikipedia.org/wiki/Mani_Osai"
"http://www.wikidata.org/entity/Q12941772","tt0213793","Lal Americayil","1989 film by Sathyan Anthikad","https://en.wikipedia.org/wiki/Lal_Americayil"
"http://www.wikidata.org/entity/Q12976077","tt0332173","Kanjan","1947 Tamil film directed by Kovai Khadar Ayyamuthu","https://en.wikipedia.org/wiki/Kanjan"
"http://www.wikidata.org/entity/Q12979645","tt10225434","En Rajangam","1994 Tamil film directed by Siraj","https://en.wikipedia.org/wiki/En_Rajangam"
"http://www.wikidata.org/entity/Q12980264","tt8959746","Krishnan Thoothu","1940 Tamil film directed by R.S. Prakash","https://en.wikipedia.org/wiki/Krishnan_Thoothu"
"http://www.wikidata.org/entity/Q12980346","tt0280717","Gumasthavin Penn","1941 film","https://en.wikipedia.org/wiki/Gumasthavin_Penn"
"http://www.wikidata.org/entity/Q12988171","tt0352969","Veendum Lisa","1987 Tamil film directed by Baby","https://en.wikipedia.org/wiki/Veendum_Lisa"
"http://www.wikidata.org/entity/Q12988868","tt0270031","Vazhi Piranthadu","1964 Tamil film directed by A. S. A. Sami","https://en.wikipedia.org/wiki/Vazhi_Piranthadu"
"http://www.wikidata.org/entity/Q12989263","tt13563364","Veeramani","1994 Tamil film directed by Prem Menon","https://en.wikipedia.org/wiki/Veeramani_(film)"
"http://www.wikidata.org/entity/Q13007466","tt0261223","Rangula Kala","1983 film by B. Narsing Rao","https://en.wikipedia.org/wiki/Rangula_Kala"
"http://www.wikidata.org/entity/Q13009587","tt0334624","Vimala","1960 film","https://en.wikipedia.org/wiki/Vimala_(film)"
"http://www.wikidata.org/entity/Q13114562","tt0253882","Vanamala","film","https://en.wikipedia.org/wiki/Vanamala_(film)"
"http://www.wikidata.org/entity/Q13159905","tt14691794","Parva","2002 film directed by Sunil Kumar Desai","https://en.wikipedia.org/wiki/Parva_(film)"
"http://www.wikidata.org/entity/Q13161676","tt0317624","Hannele Chiguridaga","1968 film by M. R. Vittal","https://en.wikipedia.org/wiki/Hannele_Chiguridaga"
"http://www.wikidata.org/entity/Q13161760","tt1416716","Huliya Haalina Mevu","1979 film directed by Vijay","https://en.wikipedia.org/wiki/Huliya_Haalina_Mevu"
"http://www.wikidata.org/entity/Q14759623","tt8358960","Prema Oka Maikam","2013 film directed by Chandu","https://en.wikipedia.org/wiki/Prema_Oka_Maikam"
